"","X2_3","X2_5","X2_7","X2_9","X2_11","X2_13","X2_15"
"CHOYP_RAC1.1.3|m.20871",0,0,2.5,0,0,0,0
"CHOYP_DIAPH1.1.1|m.55416",0,1,0,0.5,0,0.5,1
"CHOYP_EPDR2.1.1|m.33988",0,0.5,0.5,0,0,0,0
"CHOYP_ISCW_ISCW010143.1.3|m.17397",2.5,0,0,0,0,0,0
"CHOYP_ISCW_ISCW012228.1.2|m.57884",1,1,3,0.5,0,0,0
"CHOYP_LOC100743601.1.1|m.37797",0.5,0.5,1,0.5,0,0.5,1
"CHOYP_LOC100367637.1.1|m.55661",1.5,1,0,0.5,0,2,0.5
"CHOYP_LOC100375699.1.2|m.19738",0.5,0,0.5,0.5,0,0,0
"CHOYP_SHROOM3.1.1|m.15543",0.5,0,0,0,0,0,0
"CHOYP_LOC660501.1.2|m.5218",0.5,0.5,0.5,0.5,0.5,0,0
"CHOYP_PRCC.2.2|m.58572",0,0,0.5,0.5,0,0.5,0.5
"CHOYP_contig_044692|m.51797",0,0,0,0,1.5,0.5,0.5
"CHOYP_LOC100366728.1.1|m.57452",0,0,0,0,0,12.5,0
"CHOYP_BRAFLDRAFT_278091.1.1|m.7340",2,1,1,0,0,0,1
"CHOYP_contig_015209|m.17650",0,0.5,1.5,0.5,0,0.5,0.5
"CHOYP_BRAFLDRAFT_283981.1.1|m.7732",0.5,0.5,0.5,0.5,0,0,0
"CHOYP_STING.3.3|m.61083",1,0,1,0,0,1,0
"CHOYP_LOC100905188.1.1|m.2446",0.5,1,0.5,0.5,0,0,1
"CHOYP_2A5D.2.3|m.32240",0,0,0,0,1.5,0,0
"CHOYP_BRAFLDRAFT_116913.1.1|m.43886",1.5,0.5,0.5,0.5,0,0,1
"CHOYP_CAL7507_4591.1.1|m.49532",0,0,3.5,0.5,0,0,0
"CHOYP_LOC100370941.1.1|m.59883",1,1,1,1,0.5,0,0.5
"CHOYP_CCHCR1.1.1|m.59142",0.5,1,0,0,0,0,0.5
"CHOYP_CSPA_C15740.1.1|m.59258",1.5,0,1,0,0,0,0
"CHOYP_RTEL1.1.1|m.16665",1,1,0,0.5,0,0,1
"CHOYP_CYTA.1.1|m.10540",2,0,0,0,0,0,0
"CHOYP_DGRI_GH14833.1.1|m.14206",0,1,0.5,0.5,0,0,0
"CHOYP_EXOS3.1.1|m.10596",2,1,1.5,0,0,0,0
"CHOYP_FEN1.1.1|m.66181",0.5,0,1,0.5,0,0,0.5
"CHOYP_GLCM.2.3|m.40511",1,0.5,0,0,0,0,0
"CHOYP_LOC100165685.1.1|m.13583",0,0,1,0.5,0,0.5,0
"CHOYP_LOC100373590.1.1|m.51920",0,0.5,1.5,1,0,0,0.5
"CHOYP_LOC100375266.1.1|m.6535",0.5,0.5,1,0,0,0.5,0
"CHOYP_LOC100375955.1.1|m.9940",0.5,0.5,1,1,1,0,1
"CHOYP_LOC100377435.1.1|m.46017",1,0.5,0.5,2,0.5,0,0
"CHOYP_LOC100646524.1.1|m.44445",0.5,1,1.5,0,0,0,0.5
"CHOYP_LOC101156914.1.1|m.30383",2.5,1.5,0,0,0,0,0.5
"CHOYP_LOC662211.1.1|m.23378",1.5,0,0.5,1,0,0,0
"CHOYP_MALT1.1.1|m.53909",0,0.5,0,0,0.5,0,0.5
"CHOYP_MORC3.1.2|m.38178",0.5,0.5,0.5,0,0,0,0.5
"CHOYP_MRPL45.1.1|m.11763",1,0.5,0.5,0,0,0,0
"CHOYP_PK3CD.1.1|m.53039",1,0.5,0,0,0,0,0
"CHOYP_PKHL1.3.3|m.42452",3.5,0.5,0,0,0,0,0.5
"CHOYP_PPR27.1.1|m.10278",1,1,0,0.5,0,0,0.5
"CHOYP_contig_001129|m.1188",4.5,2,0,0,0,0,0
"CHOYP_contig_025962|m.29619",1,1,0,0,0,0,1
"CHOYP_contig_039460|m.44676",1,1,2,1,0,0,0
"CHOYP_contig_052383|m.62773",1,1,0.5,0.5,0,0,0
"CHOYP_BAP18.1.1|m.48944",1,0,1.5,0.5,0,0,0
"CHOYP_BRAFLDRAFT_123298.1.1|m.483",0.5,0,1,0.5,0,0,1.5
"CHOYP_BRAFLDRAFT_212086.9.11|m.60590",0.5,0,0,0,0.5,0,0.5
"CHOYP_BRAFLDRAFT_128799.1.1|m.29183",1.5,1.5,0,0,0.5,0,0.5
"CHOYP_BRAFLDRAFT_88218.8.8|m.64733",2.5,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_79602.1.1|m.42298",2.5,0.5,0,0,0,0,0.5
"CHOYP_BRAFLDRAFT_129759.2.2|m.30082",2.5,0,0,0,0,0,0
"CHOYP_CASP2.5.5|m.35953",1,0.5,0,0.5,0,0,0.5
"CHOYP_CP096.1.1|m.35853",1,1,2,0.5,0.5,0.5,0
"CHOYP_IFIH1.7.14|m.46974",2,0,0,0.5,0,1.5,0
"CHOYP_FND2.4.4|m.44570",0.5,1,0.5,1,0.5,1.5,0.5
"CHOYP_BRAFLDRAFT_217424.2.2|m.44576",1,1.5,2.5,0,0,1,0
"CHOYP_LOC100367908.2.2|m.55212",0,1,0.5,1,0,0.5,1.5
"CHOYP_LOC100559879.1.1|m.8598",1,2,0.5,0.5,0,0.5,0.5
"CHOYP_LOC100693418.2.2|m.56971",1,1,1,0,0,0,0
"CHOYP_BRAFLDRAFT_246510.1.1|m.27433",1,0,0,0,0,0,0
"CHOYP_LOC592745.1.1|m.47718",0,0.5,0,0,0.5,0.5,1
"CHOYP_LOC594038.1.1|m.8864",0.5,1,0.5,0,0,0.5,2
"CHOYP_contig_009196|m.10701",3,0,0,0,0,0,0
"CHOYP_contig_042557|m.49033",0,0.5,1,1,0,1,2
"CHOYP_contig_040238|m.45604",0,0,0,0,0,0,0
"CHOYP_HEATR3.1.1|m.33423",1.5,0.5,0.5,0,0,0,1
"CHOYP_LOC100558843.1.1|m.14396",0.5,1,1,0.5,0,0,1
"CHOYP_LOC101155562.1.1|m.51414",1,1,0.5,0.5,0,0,0
"CHOYP_PTEN.1.1|m.5408",1,0.5,0,0,0,0,0
"CHOYP_DVIR_GJ20612.1.1|m.14542",0.5,0.5,0.5,1,0,0.5,0
"CHOYP_Y054.1.1|m.9666",0.5,0.5,0,1,0,0,1
"CHOYP_HBS1L.1.2|m.14311",0.5,0.5,0.5,0.5,0,0.5,0
"CHOYP_LOC100222774.1.1|m.56990",1.5,0.5,0,0,0,0,0
"CHOYP_LOC100366763.1.1|m.53708",2,0,1.5,0,0,0,1.5
"CHOYP_LOC100367352.1.1|m.27863",0,0.5,0,0,0,0,0
"CHOYP_ATP6AP1.1.1|m.18150",0,1,1.5,0.5,0,0,0
"CHOYP_LOC100377077.1.1|m.9907",0,1,0.5,0,0,0,0
"CHOYP_BRAFLDRAFT_101346.1.1|m.1028",0,0.5,1,0,0,0,0.5
"CHOYP_LOC661955.1.1|m.37858",1,0,1,0,0,0,0
"CHOYP_NDUFB7.1.1|m.27222",0.5,0,2,0.5,0,0,0.5
"CHOYP_NU188.2.2|m.51343",0.5,1,1,0,0,0,1
"CHOYP_AAEL_AAEL011814.1.1|m.48797",1,1,0,0.5,0,0,0.5
"CHOYP_PSMD9.1.1|m.5055",1,1.5,2,0,0,0,0.5
"CHOYP_TRXR2.1.1|m.10443",1,0.5,0,0,0,0,0
"CHOYP_ZGC_136858.1.1|m.51274",0,0.5,0.5,0,0,0,0
"CHOYP_contig_024418|m.27769",2,0,0,0,0,0,0
"CHOYP_contig_052015|m.62309",1.5,0,0,0,0,1,0
"CHOYP_BRAFLDRAFT_126826.1.1|m.14796",0,0,0.5,0,0.5,0.5,0.5
"CHOYP_C10.1.2|m.23678",1,0.5,0.5,0.5,0,0,0.5
"CHOYP_LOC589644.2.3|m.21781",0.5,1.5,0.5,0.5,0.5,0.5,0
"CHOYP_BRAFLDRAFT_221105.1.2|m.172",1.5,0,0,0.5,0.5,0,1.5
"CHOYP_BRAFLDRAFT_224325.3.3|m.52906",0,0.5,0,0.5,0,0,1
"CHOYP_LOC576665.1.2|m.10867",1.5,0,0.5,0,0,0,0
"CHOYP_BRAFLDRAFT_278918.5.5|m.48881",1.5,1,0,0,0,0,0
"CHOYP_CALM.7.50|m.12029",1,1,0,0.5,0,0,0
"CHOYP_DVIR_GJ14588.1.1|m.25420",1,0,1,0,0,0,0.5
"CHOYP_NCAH.3.5|m.51972",0.5,1,1,1,0.5,1,0.5
"CHOYP_LOC576200.3.4|m.38681",0.5,0.5,0.5,0,0,0,1
"CHOYP_SRSF4.6.6|m.44673",0.5,0.5,0,1.5,1,0,0
"CHOYP_TONSL.1.1|m.18360",0,0,0,0,1,3.5,0.5
"CHOYP_BRAFLDRAFT_69729.1.1|m.683",1,0,1,0,0,0.5,0
"CHOYP_contig_015543|m.18138",1,1,0.5,1,0,0,0.5
"CHOYP_LOC100136190.1.1|m.9460",1.5,1.5,1.5,0.5,0,0,0
"CHOYP_LOC100890653.1.1|m.13755",1,1,1,0.5,0,0.5,1
"CHOYP_LOC660510.1.1|m.56258",1,0.5,0.5,0,0.5,1,0.5
"CHOYP_NEMVEDRAFT_V1G235656.1.1|m.19149",1,1,1,0,0,0,0.5
"CHOYP_NUBPL.1.1|m.15123",1.5,1,1.5,0,0,0,0
"CHOYP_YL8A.1.1|m.29604",0.5,1.5,0.5,0.5,0,0.5,0
"CHOYP_contig_008181|m.9453",0.5,1,0,1,0.5,1,1
"CHOYP_LOC100371500.1.7|m.4423",0.5,0,0.5,0,0,1.5,0.5
"CHOYP_CCD43.1.1|m.63636",1.5,0.5,1,0,0,0,1
"CHOYP_PARP16.1.1|m.1294",0.5,1,1,0.5,0,1,1
"CHOYP_CDC73.1.1|m.36157",1.5,0.5,0,0,0,0.5,0.5
"CHOYP_DI3L2.1.1|m.61980",0.5,0.5,0.5,0.5,0,0.5,1
"CHOYP_DWIL_GK12566.1.1|m.26720",1,0,0,0,0,0,0
"CHOYP_GEMIN5.2.2|m.59078",1,0.5,0.5,1,0,0,1
"CHOYP_HOOK3.1.1|m.14456",0,0,0.5,0.5,0,1.5,0
"CHOYP_LOC100119750.1.1|m.7019",0,0,0,0,0,0,0
"CHOYP_LOC100169297.1.1|m.48433",0.5,0.5,0.5,0,0,0,0.5
"CHOYP_LOC100313559.1.1|m.47009",2,1,0.5,0,0,0,2
"CHOYP_LOC100370046.1.1|m.18329",1.5,0.5,1,0,0,0,0
"CHOYP_LOC100370976.1.2|m.17764",1,0.5,0,0.5,0,0,0
"CHOYP_LOC100376807.1.1|m.22568",0.5,1,0,1,0,0,0
"CHOYP_BL1S2.1.1|m.11618",1.5,1,0.5,0,0,0,0.5
"CHOYP_LOC100691486.1.1|m.24965",0.5,0,0.5,0.5,0,1.5,0
"CHOYP_LOC100701105.1.1|m.56657",1.5,0.5,0,0,0,0,0
"CHOYP_BRAFLDRAFT_104488.3.3|m.2973",1.5,0.5,1,0.5,0,0.5,0.5
"CHOYP_LOC100718468.1.1|m.11334",0.5,0.5,0,0.5,0,0,2
"CHOYP_LOC101173404.1.1|m.27554",1,1.5,0.5,0,0,0.5,0
"CHOYP_BRAFLDRAFT_117263.1.1|m.28027",0,0,0,0.5,0,0,0.5
"CHOYP_MIF.2.2|m.30795",0.5,0.5,2,0.5,0,0,0
"CHOYP_NEMVEDRAFT_V1G114289.1.1|m.17188",0,0.5,0.5,0,0.5,0,1
"CHOYP_NEMVEDRAFT_V1G198846.1.1|m.25649",0,0.5,1,0,0,0,0
"CHOYP_PC2.1.2|m.34945",0,1,1,0.5,0,0.5,0.5
"CHOYP_RRP5.1.1|m.7375",1,1.5,0.5,0.5,0,0,0
"CHOYP_SMP_171550.1.1|m.44645",1,0,1,0.5,0,0,0
"CHOYP_TBC13.1.1|m.24396",0.5,0,0,1,0,0,1
"CHOYP_WBP11.1.1|m.12849",1,0.5,0.5,0,0,0,0
"CHOYP_contig_004705|m.5404",1,1,1,1,0,0,0
"CHOYP_BRAFLDRAFT_125998.1.1|m.63211",0,0,0,0,0,0,0
"CHOYP_ACE.2.4|m.5302",0,0,0,1.5,0,0.5,1
"CHOYP_LOC100369186.2.9|m.27904",0,0,2,0,0,0,0
"CHOYP_SLC31.5.5|m.57886",2.5,0,0,0,0,0,0
"CHOYP_CORIN.2.2|m.40858",0,0.5,3,0,0,0,0
"CHOYP_LOC100120260.1.1|m.41888",1.5,0.5,0,0,0,0,0
"CHOYP_ABHD2.2.2|m.32276",0,1,0.5,0.5,0,0.5,0.5
"CHOYP_LOC100186692.1.1|m.7600",0.5,0.5,1.5,0,1,0.5,1
"CHOYP_LOC100370504.1.2|m.17506",0,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_220356.5.6|m.38505",1,0.5,0,0.5,1,0.5,0.5
"CHOYP_U728.1.1|m.63184",1,0.5,1.5,0,0,0,0
"CHOYP_LOC100889942.1.1|m.57041",0,0.5,1,0,0,0,0.5
"CHOYP_LOC100709262.1.2|m.17960",0,1,1,0,0,0,0
"CHOYP_LOC100030710.2.4|m.13432",0,0,1,2.5,0,0,0.5
"CHOYP_LOC100533291.4.7|m.29195",0,0,0,0,0,0,0
"CHOYP_SMG1.1.1|m.46694",1,1,0,0,1.5,0.5,1
"CHOYP_TVAG_087500.3.4|m.52917",0,0,0,2,1.5,0,0
"CHOYP_contig_043874|m.50696",0,0,0,0,0,0,0
"CHOYP_contig_003840|m.4375",0,0,0,0,0,0,0
"CHOYP_contig_052441|m.62852",1.5,0,0,0,0.5,0.5,1
"CHOYP_SYCP2.1.2|m.47476",0.5,1,0.5,0.5,0,0,0
"CHOYP_EZH2.1.1|m.47916",1.5,0.5,0.5,0.5,0,0,0
"CHOYP_NOC41.1.1|m.53790",0.5,0.5,1.5,1,0,0,0
"CHOYP_NOSC.1.1|m.6346",1,1,1.5,0,0,0.5,1
"CHOYP_BRAFLDRAFT_63471.1.1|m.25619",1.5,0.5,1,1,1,0,0.5
"CHOYP_contig_033179|m.37880",1,1,1,0,0,0,0
"CHOYP_BRAFLDRAFT_68997.1.1|m.56357",1,0,0,0.5,0,1,1
"CHOYP_LOC100370194.1.1|m.52469",0.5,0.5,1,0.5,0,0.5,0.5
"CHOYP_NOL9.1.2|m.16473",0.5,0.5,1,0,0,0,1
"CHOYP_LOC684934.1.1|m.1807",0,0,0,0.5,1,0.5,1
"CHOYP_BRAFLDRAFT_87806.1.1|m.28308",1,0,0.5,0,0,0,2
"CHOYP_BRAFLDRAFT_98740.6.7|m.59350",0.5,1,0,0,0,0,0
"CHOYP_LOC100368004.1.1|m.62584",1.5,1,0.5,1,0,0,0.5
"CHOYP_LOC101071050.1.1|m.38421",1,0.5,0.5,0.5,0,0,0.5
"CHOYP_CLPX.2.2|m.49273",0,0.5,1,0,0,0,0
"CHOYP_DGRI_GH12278.1.1|m.5056",1,1,0,0.5,0,0,0.5
"CHOYP_HTT.1.1|m.33803",0,0,0,0,0,0,1.5
"CHOYP_LOC100376387.1.1|m.9565",0.5,0.5,1,0,0,0,1
"CHOYP_BLVRA.1.1|m.17904",1,0,1,0,0,0,1
"CHOYP_LOC100533524.1.1|m.33932",0.5,0,0.5,0.5,0,0,1.5
"CHOYP_LOC100697862.1.1|m.27738",0.5,1,0.5,0.5,0,0.5,0
"CHOYP_LOC100707920.1.1|m.27511",1,0.5,0,0,0,0,0
"CHOYP_LOC100878123.1.1|m.55730",0,0,1,0,0,0,0
"CHOYP_LOC100899437.1.1|m.28953",0.5,0.5,4,0.5,0.5,1,0
"CHOYP_LOC101061101.1.1|m.50165",0,0,0,0.5,0,0,1
"CHOYP_BRAFLDRAFT_114488.1.1|m.6260",1,0.5,0.5,0,0,0,1
"CHOYP_MTR1.1.1|m.59840",0,0,0,0.5,0,0,0
"CHOYP_NCDN.1.1|m.58381",0,1,1,0,0,0,0.5
"CHOYP_NEMVEDRAFT_V1G167758.1.1|m.66572",0.5,0,1,0,0,0,0
"CHOYP_NEMVEDRAFT_V1G199721.1.1|m.64387",0,0.5,1,0.5,0,0,0
"CHOYP_NXF1.1.2|m.28017",1,0.5,0.5,0.5,0,0,0.5
"CHOYP_THNS2.1.1|m.27131",0,0.5,0,0,0,0,0
"CHOYP_UBP34.1.1|m.55124",1,1,1.5,0,1,0,0.5
"CHOYP_YDJC.1.1|m.4244",0.5,1,0,0,1,0.5,1
"CHOYP_contig_038513|m.43619",0,0,0.5,0,1,1.5,1
"CHOYP_contig_055406|m.66084",1,0,1,0.5,0,0,0
"CHOYP_AHCTF1.1.1|m.17461",0.5,0,0,0.5,0,0,1
"CHOYP_BRAFLDRAFT_249506.2.2|m.60314",1.5,0,0,0.5,0,0,0
"CHOYP_LOC101169131.2.2|m.32499",0.5,2.5,1,2,1,0,0
"CHOYP_LOC100373444.44.79|m.39021",0,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_276592.1.1|m.8046",1.5,1.5,1,0,0,0,0.5
"CHOYP_BRAFLDRAFT_92398.1.2|m.15178",0,0,1,0,0,0,0
"CHOYP_LOC100489926.1.3|m.3642",0.5,0.5,1,0,0,1,0.5
"CHOYP_BRAFLDRAFT_226416.1.1|m.56984",0.5,0,1,0.5,0,0,0
"CHOYP_LOC100696358.1.1|m.27370",0,0,0.5,0,0,0,1
"CHOYP_LOC100883412.1.1|m.25657",1.5,0.5,0,0,0.5,0,1.5
"CHOYP_LOC578968.1.2|m.41294",0.5,1,0,1,0,0.5,0.5
"CHOYP_THTR.1.1|m.25924",0.5,0,2,1,1,0,0
"CHOYP_TRIM33.1.1|m.36639",1,0.5,0.5,0,0,0.5,0
"CHOYP_contig_004925|m.5642",0,0.5,0,0,0,0,0
"CHOYP_contig_032616|m.37244",1.5,0,0,0,0,0,1
"CHOYP_contig_037467|m.42206",0,2,0.5,1,0,0,0
"CHOYP_LOC578260.1.1|m.21677",1,0.5,0,1,0,0,0
"CHOYP_VDE.1.1|m.30310",1,1,0.5,0,0,0,0
"CHOYP_RLP24.2.2|m.51354",0.5,0.5,0.5,0.5,0,0,0
"CHOYP_UNC89.1.19|m.7848",0.5,1,0,0,0,0.5,0.5
"CHOYP_ATE1.1.3|m.6901",2,0,0.5,0,0,0,0
"CHOYP_BRAFLDRAFT_80064.1.1|m.40175",1,1,0,0.5,0,0,0.5
"CHOYP_DNJC9.1.1|m.12688",0,0.5,0.5,0.5,0,1,0.5
"CHOYP_FBX22.1.1|m.35385",1.5,1,1,0.5,0,1,1
"CHOYP_GLRX2.1.1|m.19246",1,1,1,0,0,0,0.5
"CHOYP_GSTUL.1.1|m.35986",1,1,0.5,0,0,0,1
"CHOYP_LOC587439.1.1|m.45707",1,1,0.5,1,0,0,0
"CHOYP_USP2.1.1|m.44411",0.5,0,0.5,2,0,0,0
"CHOYP_CD11B.1.1|m.51509",0.5,0,0.5,1,0,1,0
"CHOYP_CDK5.1.1|m.25495",1,0.5,0.5,0.5,0,0.5,1
"CHOYP_COG2.1.2|m.12604",0.5,0.5,0.5,0.5,0,1,0
"CHOYP_CASP3.1.3|m.23354",1,1,1,0,0,0,0.5
"CHOYP_DFER_5601.1.1|m.49215",0,0,0.5,1.5,0,0.5,0.5
"CHOYP_FUCL1.1.1|m.28893",0,0,0,0,0,0,0
"CHOYP_GACZ.1.1|m.42619",1,1.5,0.5,0,0,0,0
"CHOYP_LOC100116878.1.1|m.11654",0,1,0.5,0,0,0,0
"CHOYP_LOC100142249.1.1|m.55762",0.5,0.5,1,1,0,0.5,0
"CHOYP_LOC100370040.2.2|m.55789",0,0.5,1,0.5,0,0,0.5
"CHOYP_LOC100374912.1.1|m.51922",0,0.5,0,0.5,0,0,0
"CHOYP_LOC100476601.1.1|m.9343",0,0,0.5,0.5,0,0,0.5
"CHOYP_LOC100869188.1.1|m.18952",0.5,0.5,0.5,0,0,0,0.5
"CHOYP_LOC100875369.1.1|m.31446",0,0,0,0.5,0,0,0.5
"CHOYP_LOC100879804.1.1|m.59833",0.5,0.5,1.5,0.5,0,0,0
"CHOYP_LOC100879981.1.1|m.57826",0.5,1,0.5,0.5,0,0.5,0.5
"CHOYP_LOC100905387.1.1|m.30579",2.5,0,0,0,0,0,0
"CHOYP_LOC101175128.1.1|m.13811",0,0.5,0,0.5,0,0,0
"CHOYP_LOC586122.3.4|m.63155",0,0,0.5,0.5,0,0,0.5
"CHOYP_LOC593247.1.1|m.56872",1,0.5,0,0,0,0,0
"CHOYP_LOC659306.1.1|m.11580",1.5,1,0.5,0,0,0,0
"CHOYP_NIPLB.1.1|m.11155",1,0.5,0,1,0,0,0
"CHOYP_OSBL9.1.2|m.17667",0.5,0.5,0,0.5,1,1,0
"CHOYP_OTER_1386.1.1|m.15303",0.5,0,0,0,1,0,1
"CHOYP_PHUM_PHUM602670.1.1|m.52487",2,1.5,1,0,0,0,0
"CHOYP_TOP3B.1.1|m.1654",1.5,0,0,0,0,0,0.5
"CHOYP_TRIADDRAFT_49883.1.1|m.29857",1,0,0.5,0.5,0,0,0
"CHOYP_AAK1.1.1|m.14768",0.5,0.5,1.5,0.5,0,0.5,0.5
"CHOYP_contig_016292|m.19158",0.5,0,1,0,0,0.5,2
"CHOYP_contig_030692|m.34979",0,0,0,1,2,0,0
"CHOYP_contig_040623|m.46145",0,0.5,1,0,0,0,1
"CHOYP_contig_048134|m.56964",0,0,0,0,3,1,0
"CHOYP_ADA17.1.3|m.798",0,0,0,0,0,0.5,0.5
"CHOYP_ARHG7.3.5|m.37182",0,0.5,0,0,0,0,1
"CHOYP_BRAFLDRAFT_127065.7.7|m.57708",0.5,1,1.5,0,0,0,0
"CHOYP_BRAFLDRAFT_128100.1.1|m.10153",0,0.5,0.5,1,0,0,0
"CHOYP_DMOJ_GI18492.1.1|m.8903",0,0,0,1,2,2,1.5
"CHOYP_BRAFLDRAFT_129932.1.1|m.30332",2,2,1,0.5,0,0,0
"CHOYP_DHX8.2.3|m.55112",0,0,1,0.5,0,0,0
"CHOYP_LOC100370537.1.1|m.10588",0,0,1,0,0,0,0
"CHOYP_LOC100378818.2.2|m.27217",0.5,0,1,0.5,0,1,0.5
"CHOYP_LOC590756.4.6|m.48555",1.5,0,0.5,0,0,0,0
"CHOYP_NOLC1.3.3|m.66629",0,0,0.5,1,0,0.5,1
"CHOYP_LOC100658481.1.1|m.8712",0,0,2.5,1,0,0.5,1
"CHOYP_ACT1.3.7|m.25836",0,2,0,0,0,0,0
"CHOYP_BRAFLDRAFT_270517.1.1|m.27028",1,0,0.5,0,0,0,0
"CHOYP_PSTPIP1.1.1|m.39114",0,0,0,0,0.5,0,0
"CHOYP_LOC100376426.1.3|m.28097",0,0,0,0,0,0,0
"CHOYP_contig_005858|m.6708",0,0,2,0,0,0,0
"CHOYP_contig_045552|m.53024",0,0.5,0.5,0.5,0.5,2,1.5
"CHOYP_ISCW_ISCW008174.1.2|m.8360",0,0.5,1,0.5,0,0,0
"CHOYP_SGPP1.1.1|m.5606",0,1,1,0,0,0,1
"CHOYP_PGTA.1.1|m.43418",1,1,1,0,0,0.5,0
"CHOYP_NEMVEDRAFT_V1G163820.1.1|m.6391",1,1,0.5,0.5,0,0.5,0
"CHOYP_BRAFLDRAFT_122634.2.2|m.43678",0,0.5,1,0.5,0,0,0
"CHOYP_LOC660590.1.1|m.26950",1,1,1,1,0,0,0
"CHOYP_LOC581773.1.1|m.56865",2,0,1.5,0,0,0,1.5
"CHOYP_CBG22657.2.2|m.28802",0,1.5,1,0,0,0,0
"CHOYP_DWIL_GK10341.1.1|m.21304",1,1,1.5,0,0,0,0
"CHOYP_ISCW_ISCW016254.2.5|m.38599",0,0,2,1.5,0,0,0
"CHOYP_LEG4.1.1|m.22079",0,0,0.5,1,0.5,1,0.5
"CHOYP_LOC100185431.1.1|m.43063",1,1,0.5,0,0,0,0
"CHOYP_LOC100366606.1.2|m.47289",0,0,0.5,0,0,0,0
"CHOYP_ASK1.1.2|m.586",0,0.5,0.5,0,0,0,0
"CHOYP_LOC100370838.1.1|m.18679",1,1,0,0.5,0,0,1
"CHOYP_LOC100372889.1.2|m.37506",1,0.5,0,0,0,0,0
"CHOYP_LOC100373444.63.79|m.59147",0,0.5,1.5,0,0,0,1
"CHOYP_LOC100378553.1.1|m.7444",0.5,1,1,0,0,0.5,0.5
"CHOYP_LOC100533447.2.3|m.44497",1,0.5,1,0,0,0.5,0.5
"CHOYP_LOC100565534.1.3|m.28075",0,0,0.5,0,0.5,0,0
"CHOYP_LOC100642891.1.1|m.25638",0.5,0.5,0,1.5,0,0,0.5
"CHOYP_LOC100876012.1.1|m.8280",0,0,0,0,0,0,0
"CHOYP_LOC101162206.1.1|m.53261",0,0,5,0,0,0,0.5
"CHOYP_BRAFLDRAFT_115029.1.2|m.8365",0,0,0.5,0.5,0,0,0
"CHOYP_LOC578371.1.1|m.56054",1,0.5,0.5,0,0,0.5,0
"CHOYP_LOC582626.1.1|m.5567",0,1,1,0.5,0,0,0
"CHOYP_LOC592001.1.1|m.43470",0,1.5,0.5,0.5,0,0.5,0.5
"CHOYP_BRAFLDRAFT_117365.2.2|m.31681",0.5,0,0,0,0,0,0
"CHOYP_NEMVEDRAFT_V1G244113.1.1|m.22167",0,0.5,0.5,0.5,0,0,0
"CHOYP_PHUM_PHUM559420.1.1|m.8620",1,1,1,0,0,0,0
"CHOYP_PPA5.1.1|m.36087",0,0,0.5,0,0,0,0.5
"CHOYP_SI_DKEY-21N12.1.1.1|m.65205",0.5,0.5,0,0.5,0,0,0
"CHOYP_STXB5.1.2|m.50466",1.5,0.5,0.5,0,0,0,0.5
"CHOYP_THUM3.1.1|m.17928",0.5,0,0,0,0,0,0
"CHOYP_VRK1.1.1|m.10917",1.5,0.5,0.5,0,0,0.5,0
"CHOYP_contig_004474|m.5130",1,1,1,0,0,0,0.5
"CHOYP_contig_008503|m.9899",2.5,0.5,0,0,0,0,0
"CHOYP_contig_010532|m.12231",1.5,0,0,0,0,0,0
"CHOYP_contig_010687|m.12382",1.5,0.5,0,0,0,0,0.5
"CHOYP_contig_034750|m.39458",0,0,0,0,0,0.5,0.5
"CHOYP_BRAFLDRAFT_125670.1.1|m.9555",0.5,1.5,1,0,0,0,0
"CHOYP_contig_013551|m.15499",2.5,0,0,0,0,2,0
"CHOYP_HMCN2.8.12|m.39297",2,2.5,0,0,0,0,0
"CHOYP_ISCW_ISCW017526.2.2|m.57044",0,0,0.5,0,0,0.5,0.5
"CHOYP_KIAA1143.1.1|m.1249",1,0,0.5,0,0,0,0.5
"CHOYP_CTR9.1.1|m.18832",0.5,0.5,0.5,1,0,0,0.5
"CHOYP_LOC100710565.1.1|m.5315",0.5,1,0,0,0,0,0
"CHOYP_BRAFLDRAFT_73177.1.1|m.61488",1,0,1,0.5,0,0,0.5
"CHOYP_SPH127.1.1|m.56840",0,0.5,0.5,0,0.5,0.5,0.5
"CHOYP_NOMO1.2.2|m.46404",1,0,5,0.5,1,0,0
"CHOYP_PC2.1.2|m.34944",0,1.5,0.5,0,0,0.5,0.5
"CHOYP_PVX_111155.1.1|m.25208",0,0,0.5,0.5,1.5,0,0.5
"CHOYP_RAB8A.2.3|m.33866",1,1,1,0.5,0,0.5,1
"CHOYP_LOC100377154.3.4|m.52896",1,0.5,0,0,0.5,0,1
"CHOYP_RS15A.6.11|m.23616",0,0,0,0,5,0,0
"CHOYP_contig_008101|m.9378",0,0,3,0,1,2.5,1.5
"CHOYP_contig_008102|m.9380",0,0,3,0,1,2.5,0
"CHOYP_SBNO1.1.1|m.7257",0.5,0,1,0,0,0,0.5
"CHOYP_GOPC.1.1|m.45489",0.5,0.5,1,0,0,0,1
"CHOYP_LOC100906408.1.1|m.3002",0,0,1,0,0,0,0.5
"CHOYP_contig_047016|m.55305",0.5,0.5,0.5,0,0,0,0
"CHOYP_BRAFLDRAFT_117811.1.1|m.27128",0,0,0,0.5,0,1.5,0
