gene,GO
MYS.4.7.m.18188,GO:0030016
MYS.7.7.m.44342,GO:0030016
MEP1A,GO:0017090
RS27A.1.1.m.22912,GO:0005737
CATL1,GO:0005634
PPIB.1.1.m.1745,GO:0016018
SNO1,GO:0033784
TGM1,GO:0010838
NPC2.5.7.m.30911,GO:0008203
NPC2.6.7.m.31030,GO:0008203
PABP4,GO:0005737
PCKG,GO:0046872
NFASC,GO:0007411
PGBM,GO:0005178
UNC22.2.7.m.2274,GO:0005865
UNC22.3.7.m.20773,GO:0005865
UNC22.5.7.m.43551,GO:0005865
UNC22.7.7.m.54053,GO:0005865
CNN3,GO:0005874
PPIB.2.4.m.40019,GO:0005794
PSA,GO:0005829
RSPH1,GO:0007286
RBBP4,GO:0005654
MUC1.1.2.m.4308,GO:0002223
RL10A,GO:0006412
RL18A.1.8.m.12900,GO:0003735
RL18A.6.8.m.61646,GO:0003735
RL23A,GO:0006412
RL9,GO:0022625
RS23,GO:0022627
RS4,GO:0019843
SAHHA,GO:0051287
PP2AB,GO:0004721
ZASP.2.1.4.m.8660,GO:0005915
COR1B,GO:0005884
ZASP.1.1.m.927,GO:0005915
SPTCA,GO:0005794
ZAN,GO:0098609
TBA.1.6.m.12217,GO:0005874
TBA.5.6.m.37448,GO:0005874
TBA1,GO:0003924
TBA8,GO:0005200
TBA1A,GO:0005200
TBA3,GO:0005200
TBB.1.7.m.12262,GO:0005737
TBB.7.7.m.63980,GO:0005737
TCPD,GO:0005929
TCPH,GO:0051082
TEKT3.1.1.m.37281,GO:0036126
TEKT3.1.1.m.60031,GO:0036126
TITIN.6.19.m.31591,GO:0003300
TITIN.8.19.m.35861,GO:0002020
CEIP2,GO:0005887
ROAA,GO:0005634
COFI,GO:0015629
VATA,GO:0005829
XRN2,GO:0005730
2AAA,GO:0007059
TPD54,GO:0042803
RS27A.1.2.m.28362,GO:0006281
NDUS6,GO:0006936
HTS.2.5.m.15081,GO:0005886
HTS.3.5.m.17639,GO:0005886
NDKB,GO:0004550
AGRIN,GO:0005576
KAD9.2.3.m.49697,GO:0005737
KAD9.3.3.m.63103,GO:0005737
ARP3,GO:0005885
ARPC2,GO:0030041
ATPB,GO:0046933
SVEP1,GO:0016020
MYCBP,GO:0006355
PRDX5,GO:0005634
TEKT2,GO:0030317
UAP1,GO:0006047
POSTN,GO:0005615
MIEAP,GO:0035695
RS13,GO:0045202
CHIA,GO:0005576
C1QL4.2.13.m.10914,GO:0048147
CRB,GO:0005737
PACRG,GO:0005929
C1QL4.3.7.m.5968,GO:0048147
CALU,GO:0033018
CRNS1,GO:0016887
CATA.1.3.m.11120,GO:0042744
CATA.3.3.m.21642,GO:0042744
CNDP2,GO:0008233
CO6A3.2.5.m.39533,GO:0007155
CO6A3.3.5.m.39796,GO:0005615
PDLI7,GO:0005829
TITIN.m.27774,GO:0004674
COX5B,GO:0045277
H2A,GO:0046982
RAN,GO:0015031
DLDH,GO:0005759
DYH7.2.3.m.32353,GO:0007018
DYH5.1.2.m.56799,GO:0007018
DYH5.2.2.m.61452,GO:0007018
DYH6,GO:0008569
DYH7.2.2.m.46648,GO:0005829
GDIR1,GO:0005829
HSPB1,GO:0042802
PPIB.1.1.m.10086,GO:0016018
H2B7,GO:0044877
EXC4,GO:0005764
DYH1,GO:0005930
DYH2.1.1.m.28905,GO:0030286
DYHC,GO:0007018
EF1A.2.4.m.50858,GO:0006412
EF1A.1.3.m.30022,GO:0006412
EF2.4.5.m.30186,GO:0006414
EF2.5.5.m.39855,GO:0006414
ETIF1,GO:0043024
IF5A1,GO:0015031
ERF3A,GO:0005525
FABP7,GO:0022008
FAS,GO:0004315
FLNA.2.6.m.11845,GO:0007301
FLNA.2.5.m.37450,GO:0005634
ARPC5,GO:0005885
GSTO1,GO:0010881
HMCN1.19.44.m.39500,GO:0005938
HMCN1.23.44.m.42684,GO:0005913
HMCN1.28.44.m.47379,GO:0005913
TITIN.9.12.m.44986,GO:0004674
H90A1,GO:0005886
IDLC,GO:0030286
IF2A,GO:0005851
NDUS3,GO:0006120
ERP29,GO:0009986
ANM1,GO:0005829
KCY.1.1.m.29973,GO:0005737
UNC89,GO:0014722
CO6A4.1.3.m.5994,GO:0030198
MYDGF.1.1.m.22032,GO:0005615
KCY.1.1.m.2987,GO:0005737
RL6,GO:0003729
ASNS,GO:0042149
GLYC,GO:0019264
VWKA,GO:0005516
AN32A,GO:0048471
DYH10,GO:0007018
PPIB.1.1.m.55368,GO:0016018
ALRF2,GO:0006397
HYDIN.2.6.m.7640,GO:1904158
HYDIN.4.6.m.27594,GO:1904158
YD541,GO:1901426
HPGDS,GO:0005509
TEKT1,GO:0036126
SPTCB,GO:0005886
SPTN5,GO:0005815
CO6A3.5.9.m.39538,GO:0005615
CO6A4.6.9.m.44250,GO:0030198
CALR,GO:0033018
CO6A3.1.1.m.64152,GO:0007155
BP10,GO:0048471
ITIH4,GO:0034097
DMBT1,GO:0005615
FAT4.1.1.m.65727,GO:0005509
AL7A1,GO:0008802
CO6A3.1.2.m.17960,GO:0007155
MSRB2,GO:0033743
PAIRB,GO:0005886
SKP1,GO:0031467
LAMA,GO:0007507
L2EFL,GO:0042026
H4,GO:0006352
MUC1.1.2.m.17333,GO:0003712
MYDGF.1.2.m.6533,GO:0005615
ATPD,GO:0005753
CO6A3.2.4.m.33982,GO:0007155
DYH2.1.2.m.24785,GO:0030286
TTC25,GO:0060271
TBA.2.2.m.57790,GO:0007017
AMY1,GO:0016052
EFTU,GO:0005743
LNEBL,GO:0071691
TBA.1.1.m.57578,GO:0007017
LRP5,GO:0005886
LYS3,GO:0042742
CO6A4.2.5.m.45361,GO:0030198
MATN1,GO:0005615
FAT4.1.1.m.34344,GO:0005509
MDHC,GO:0006107
MYS.4.7.m.18188,GO:0032982
MYS.7.7.m.44342,GO:0032982
RS27A.1.1.m.22912,GO:0006281
CATL1,GO:0005730
PPIB.1.1.m.1745,GO:0032991
SNO1,GO:0050660
TGM1,GO:0018149
NPC2.5.7.m.30911,GO:0009615
NPC2.6.7.m.31030,GO:0015485
PABP4,GO:0005829
NFASC,GO:0007422
PGBM,GO:0005509
UNC22.2.7.m.2274,GO:0006936
UNC22.3.7.m.20773,GO:0006936
UNC22.5.7.m.43551,GO:0006936
UNC22.7.7.m.54053,GO:0006936
CNN3,GO:0005884
PPIB.2.4.m.40019,GO:0016018
PSA,GO:0006508
RSPH1,GO:0031514
RBBP4,GO:0005829
MUC1.1.2.m.4308,GO:0003712
RL10A,GO:0022625
RL18A.1.8.m.12900,GO:0005829
RL18A.6.8.m.61646,GO:0005829
RL23A,GO:0008283
RL9,GO:0022626
RS23,GO:0042788
PP2AB,GO:0004722
ZASP.2.1.4.m.8660,GO:0005925
COR1B,GO:0005886
ZASP.1.1.m.927,GO:0005925
SPTCA,GO:0005886
TBA.1.6.m.12217,GO:0007017
TBA.5.6.m.37448,GO:0007017
TBA1,GO:0005200
TBA8,GO:0005525
TBA1A,GO:0005525
TBA3,GO:0005525
TBB.1.7.m.12262,GO:0005874
TBB.7.7.m.63980,GO:0005874
TCPD,GO:0006457
TEKT3.1.1.m.37281,GO:0060271
TEKT3.1.1.m.60031,GO:0060271
TITIN.6.19.m.31591,GO:0004674
TITIN.8.19.m.35861,GO:0003007
CEIP2,GO:0030214
ROAA,GO:0005654
COFI,GO:0016363
VATA,GO:0005886
XRN2,GO:0006353
2AAA,GO:0016328
TPD54,GO:0046982
RS27A.1.2.m.28362,GO:0006412
NDUS6,GO:0010259
HTS.2.5.m.15081,GO:0007098
HTS.3.5.m.17639,GO:0007098
NDKB,GO:0004673
AGRIN,GO:0005604
KAD9.2.3.m.49697,GO:0005829
KAD9.3.3.m.63103,GO:0005829
ARP3,GO:0005903
ARPC2,GO:0030054
MYCBP,GO:0007283
PRDX5,GO:0005737
TEKT2,GO:0036126
UAP1,GO:0006048
POSTN,GO:0005737
MIEAP,GO:0043231
RS13,GO:0070181
CHIA,GO:0005615
C1QL4.2.13.m.10914,GO:0070373
CRB,GO:0005819
PACRG,GO:0007286
C1QL4.3.7.m.5968,GO:0070373
CALU,GO:0042470
CRNS1,GO:0035499
CATA.1.3.m.11120,GO:0046872
CATA.3.3.m.21642,GO:0046872
CNDP2,GO:0008237
CO6A3.2.5.m.39533,GO:0031012
CO6A3.3.5.m.39796,GO:0005788
PDLI7,GO:0005913
TITIN.m.27774,GO:0004713
COX5B,GO:0046872
DLDH,GO:0009055
DYH7.2.3.m.32353,GO:0008569
DYH5.1.2.m.56799,GO:0007368
DYH5.2.2.m.61452,GO:0007368
DYH6,GO:0030286
DYH7.2.2.m.46648,GO:0005858
GDIR1,GO:0007266
HSPB1,GO:0042803
PPIB.1.1.m.10086,GO:0032991
H2B7,GO:0046982
EXC4,GO:0005887
DYH1,GO:0007018
DYH2.1.1.m.28905,GO:0031514
DYHC,GO:0030030
EF1A.2.4.m.50858,GO:0006414
EF1A.1.3.m.30022,GO:0006414
EF2.4.5.m.30186,GO:0010629
EF2.5.5.m.39855,GO:0010629
IF5A1,GO:0043022
ERF3A,GO:0005829
FABP7,GO:0042995
FAS,GO:0004316
FLNA.2.6.m.11845,GO:0007303
FLNA.2.5.m.37450,GO:0005730
ARPC5,GO:0014909
GSTO1,GO:0014810
HMCN1.19.44.m.39500,GO:0007049
HMCN1.23.44.m.42684,GO:0005938
HMCN1.28.44.m.47379,GO:0005938
TITIN.9.12.m.44986,GO:0004713
H90A1,GO:0006457
IDLC,GO:0036159
IF2A,GO:0007568
NDUS3,GO:0008137
ERP29,GO:0010628
ANM1,GO:0006355
KCY.1.1.m.29973,GO:0006165
UNC89,GO:0017048
CO6A4.1.3.m.5994,GO:0031012
MYDGF.1.1.m.22032,GO:0005793
KCY.1.1.m.2987,GO:0006165
RL6,GO:0003735
ASNS,GO:0043066
GLYC,GO:0030170
VWKA,GO:0005524
DYH10,GO:0008569
PPIB.1.1.m.55368,GO:0032991
ALRF2,GO:0008380
HYDIN.2.6.m.7640,GO:1990718
HYDIN.4.6.m.27594,GO:1990718
HPGDS,GO:0005737
TEKT1,GO:0060271
SPTCB,GO:0007009
SPTN5,GO:0005829
CO6A3.5.9.m.39538,GO:0005788
CO6A4.6.9.m.44250,GO:0031012
CALR,GO:0050821
CO6A3.1.1.m.64152,GO:0031012
DMBT1,GO:0005737
FAT4.1.1.m.65727,GO:0005886
AL7A1,GO:0019285
CO6A3.1.2.m.17960,GO:0031012
MSRB2,GO:0033745
PAIRB,GO:0042981
LAMA,GO:0008021
L2EFL,GO:0045214
H4,GO:0046982
MUC1.1.2.m.17333,GO:0005615
MYDGF.1.2.m.6533,GO:0005793
ATPD,GO:0015078
CO6A3.2.4.m.33982,GO:0031012
DYH2.1.2.m.24785,GO:0031514
TTC25,GO:0061371
AMY1,GO:0016160
EFTU,GO:0006414
LRP5,GO:0006007
CO6A4.2.5.m.45361,GO:0031012
MATN1,GO:0030198
FAT4.1.1.m.34344,GO:0005886
MDHC,GO:0006108
MYS.4.7.m.18188,GO:0051015
MYS.7.7.m.44342,GO:0051015
RS27A.1.1.m.22912,GO:0006412
CATL1,GO:0005737
PPIB.1.1.m.1745,GO:0042026
SNO1,GO:0050661
TGM1,GO:0019538
NPC2.5.7.m.30911,GO:0015485
NPC2.6.7.m.31030,GO:0030301
PABP4,GO:0006396
NFASC,GO:0016021
PGBM,GO:0005576
UNC22.2.7.m.2274,GO:0008307
UNC22.3.7.m.20773,GO:0008307
UNC22.5.7.m.43551,GO:0008307
UNC22.7.7.m.54053,GO:0008307
CNN3,GO:0008017
PPIB.2.4.m.40019,GO:0034975
PSA,GO:0008270
RSPH1,GO:0035082
RBBP4,GO:0006260
MUC1.1.2.m.4308,GO:0005615
RL18A.1.8.m.12900,GO:0006412
RL18A.6.8.m.61646,GO:0006412
RL23A,GO:0022625
PP2AB,GO:0005634
ZASP.2.1.4.m.8660,GO:0005927
COR1B,GO:0008092
ZASP.1.1.m.927,GO:0005927
SPTCA,GO:0005938
TBA1,GO:0005525
TBA8,GO:0005737
TBA1A,GO:0005737
TBA3,GO:0005737
TBB.1.7.m.12262,GO:0007017
TBB.7.7.m.63980,GO:0007017
TCPD,GO:0042470
TEKT3.1.1.m.37281,GO:0060294
TEKT3.1.1.m.60031,GO:0060294
TITIN.6.19.m.31591,GO:0004713
TITIN.8.19.m.35861,GO:0003300
CEIP2,GO:1903670
ROAA,GO:0005737
COFI,GO:0030042
VATA,GO:0005902
XRN2,GO:0006397
2AAA,GO:0019888
TPD54,GO:0048471
RS27A.1.2.m.28362,GO:0016567
NDUS6,GO:0022904
HTS.2.5.m.15081,GO:0007282
HTS.3.5.m.17639,GO:0007282
NDKB,GO:0004674
AGRIN,GO:0005886
KAD9.2.3.m.49697,GO:0006174
KAD9.3.3.m.63103,GO:0006174
ARP3,GO:0005911
ARPC2,GO:0034314
PRDX5,GO:0005739
TEKT2,GO:0036159
UAP1,GO:0030246
POSTN,GO:0005802
MIEAP,GO:0048545
RS13,GO:1990932
CHIA,GO:0005737
CRB,GO:0005886
PACRG,GO:0030544
CRNS1,GO:0046872
CNDP2,GO:0016805
CO6A3.3.5.m.39796,GO:0007155
PDLI7,GO:0005925
TITIN.m.27774,GO:0005509
DLDH,GO:0031514
DYH7.2.3.m.32353,GO:0030286
DYH5.1.2.m.56799,GO:0007507
DYH5.2.2.m.61452,GO:0007507
DYH6,GO:0045503
DYH7.2.2.m.46648,GO:0005874
GDIR1,GO:0016020
HSPB1,GO:0044183
PPIB.1.1.m.10086,GO:0034663
EXC4,GO:0016324
DYH1,GO:0007288
DYH2.1.1.m.28905,GO:0036156
DYHC,GO:0030286
EF2.4.5.m.30186,GO:0043022
EF2.5.5.m.39855,GO:0043022
IF5A1,GO:0045727
ERF3A,GO:0006412
FABP7,GO:0043025
FAS,GO:0004320
FLNA.2.6.m.11845,GO:0007616
FLNA.2.5.m.37450,GO:0005737
ARPC5,GO:0016477
GSTO1,GO:0016491
HMCN1.19.44.m.39500,GO:0007156
HMCN1.23.44.m.42684,GO:0007049
HMCN1.28.44.m.47379,GO:0007049
TITIN.9.12.m.44986,GO:0005509
H90A1,GO:0007517
IDLC,GO:0045504
IF2A,GO:0010494
NDUS3,GO:0009055
ERP29,GO:0010629
ANM1,GO:0006479
KCY.1.1.m.29973,GO:0006207
UNC89,GO:0019902
CO6A4.1.3.m.5994,GO:0032991
MYDGF.1.1.m.22032,GO:0006915
KCY.1.1.m.2987,GO:0006207
RL6,GO:0005634
ASNS,GO:0045931
GLYC,GO:0035999
VWKA,GO:0005737
DYH10,GO:0030286
PPIB.1.1.m.55368,GO:0034663
ALRF2,GO:0051028
HPGDS,GO:0006693
TEKT1,GO:0060294
SPTCB,GO:0007026
SPTN5,GO:0006888
CO6A3.5.9.m.39538,GO:0007155
CO6A4.6.9.m.44250,GO:0032991
CALR,GO:0051082
DMBT1,GO:0006898
FAT4.1.1.m.65727,GO:0007009
AL7A1,GO:0043878
MSRB2,GO:0034599
PAIRB,GO:0048471
LAMA,GO:0016321
L2EFL,GO:0048471
MUC1.1.2.m.17333,GO:0005796
MYDGF.1.2.m.6533,GO:0006915
ATPD,GO:0015986
DYH2.1.2.m.24785,GO:0036156
AMY1,GO:0031404
EFTU,GO:0042645
LRP5,GO:0006897
CO6A4.2.5.m.45361,GO:0032991
MATN1,GO:0030500
FAT4.1.1.m.34344,GO:0007009
MDHC,GO:0006734
RS27A.1.1.m.22912,GO:0016567
CATL1,GO:0005764
PPIB.1.1.m.1745,GO:0042470
SNO1,GO:0051289
TGM1,GO:0030216
NPC2.5.7.m.30911,GO:0017127
NPC2.6.7.m.31030,GO:0032367
PABP4,GO:0006401
NFASC,GO:0019226
PGBM,GO:0005604
UNC22.2.7.m.2274,GO:0008344
UNC22.3.7.m.20773,GO:0008344
UNC22.5.7.m.43551,GO:0008344
UNC22.7.7.m.54053,GO:0008344
CNN3,GO:0014069
PPIB.2.4.m.40019,GO:0042026
PSA,GO:0042277
RSPH1,GO:0036126
RBBP4,GO:0006335
MUC1.1.2.m.4308,GO:0005796
RL18A.1.8.m.12900,GO:0006413
RL18A.6.8.m.61646,GO:0006413
RL23A,GO:0070180
PP2AB,GO:0005737
ZASP.2.1.4.m.8660,GO:0015629
COR1B,GO:0016477
ZASP.1.1.m.927,GO:0015629
SPTCA,GO:0007009
TBA1,GO:0005634
TBA8,GO:0005874
TBA1A,GO:0005874
TBA3,GO:0005874
TCPD,GO:0051082
TEKT3.1.1.m.37281,GO:0060378
TEKT3.1.1.m.60031,GO:0060378
TITIN.6.19.m.31591,GO:0005509
TITIN.8.19.m.35861,GO:0004674
ROAA,GO:0043565
COFI,GO:0051301
VATA,GO:0006879
XRN2,GO:0007283
2AAA,GO:0030425
RS27A.1.2.m.28362,GO:0019941
NDUS6,GO:0035264
HTS.2.5.m.15081,GO:0007294
HTS.3.5.m.17639,GO:0007294
NDKB,GO:0005504
AGRIN,GO:0007268
KAD9.2.3.m.49697,GO:0006186
KAD9.3.3.m.63103,GO:0006186
ARP3,GO:0007163
ARPC2,GO:0035861
PRDX5,GO:0005759
TEKT2,GO:0060271
UAP1,GO:0042802
POSTN,GO:0007155
CHIA,GO:0006032
CRB,GO:0007163
PACRG,GO:0031072
CRNS1,GO:0047730
CNDP2,GO:0046872
CO6A3.3.5.m.39796,GO:0007517
PDLI7,GO:0006898
TITIN.m.27774,GO:0005516
DLDH,GO:0045252
DYH7.2.3.m.32353,GO:0036156
DYH5.1.2.m.56799,GO:0008569
DYH5.2.2.m.61452,GO:0008569
DYH6,GO:0045505
DYH7.2.2.m.46648,GO:0005929
GDIR1,GO:0032880
HSPB1,GO:0061077
PPIB.1.1.m.10086,GO:0040018
EXC4,GO:0034707
DYH1,GO:0008569
DYH2.1.1.m.28905,GO:0045503
DYHC,GO:0031514
EF2.4.5.m.30186,GO:0050829
EF2.5.5.m.39855,GO:0050829
IF5A1,GO:0045901
ERF3A,GO:0006479
FABP7,GO:0060134
FAS,GO:0005623
FLNA.2.6.m.11845,GO:0008045
FLNA.2.5.m.37450,GO:0005829
ARPC5,GO:0021769
GSTO1,GO:0019852
HMCN1.19.44.m.39500,GO:0007157
HMCN1.23.44.m.42684,GO:0007156
HMCN1.28.44.m.47379,GO:0007156
TITIN.9.12.m.44986,GO:0005516
H90A1,GO:0009408
IF2A,GO:0032057
NDUS3,GO:0016604
ERP29,GO:0042470
ANM1,GO:0007552
KCY.1.1.m.29973,GO:0006221
UNC89,GO:0030241
CO6A4.1.3.m.5994,GO:0062023
MYDGF.1.1.m.22032,GO:0014068
KCY.1.1.m.2987,GO:0006221
RL6,GO:0005730
ASNS,GO:0070981
GLYC,GO:0046653
VWKA,GO:0005829
DYH10,GO:0045503
PPIB.1.1.m.55368,GO:0040018
HPGDS,GO:0042803
SPTCB,GO:0007274
SPTN5,GO:0007030
CO6A3.5.9.m.39538,GO:0007517
CO6A4.6.9.m.44250,GO:0062023
DMBT1,GO:0007275
FAT4.1.1.m.65727,GO:0007156
MSRB2,GO:0046872
LAMA,GO:0030054
L2EFL,GO:0051082
MUC1.1.2.m.17333,GO:0005886
MYDGF.1.2.m.6533,GO:0014068
ATPD,GO:0044877
DYH2.1.2.m.24785,GO:0045503
AMY1,GO:0103025
EFTU,GO:0043209
LRP5,GO:0008217
CO6A4.2.5.m.45361,GO:0062023
MATN1,GO:0031012
FAT4.1.1.m.34344,GO:0007156
MDHC,GO:0030060
RS27A.1.1.m.22912,GO:0019941
CATL1,GO:0005773
PPIB.1.1.m.1745,GO:0051082
SNO1,GO:0055114
TGM1,GO:0031224
NPC2.5.7.m.30911,GO:0019899
NPC2.6.7.m.31030,GO:0033344
PABP4,GO:0006412
NFASC,GO:0019904
PGBM,GO:0005615
UNC22.2.7.m.2274,GO:0018105
UNC22.3.7.m.20773,GO:0018105
UNC22.5.7.m.43551,GO:0018105
UNC22.7.7.m.54053,GO:0018105
CNN3,GO:0030425
PPIB.2.4.m.40019,GO:0051082
PSA,GO:0043171
RSPH1,GO:0051321
RBBP4,GO:0006336
MUC1.1.2.m.4308,GO:0005886
RL18A.1.8.m.12900,GO:0006614
RL18A.6.8.m.61646,GO:0006614
RL23A,GO:1904841
PP2AB,GO:0006470
ZASP.2.1.4.m.8660,GO:0016323
COR1B,GO:0030027
ZASP.1.1.m.927,GO:0016323
SPTCA,GO:0007026
TBA1,GO:0005737
TBA8,GO:0007017
TBA1A,GO:0005881
TBA3,GO:0007017
TITIN.6.19.m.31591,GO:0005516
TITIN.8.19.m.35861,GO:0004713
ROAA,GO:0045893
VATA,GO:0008286
XRN2,GO:0008409
2AAA,GO:0065003
RS27A.1.2.m.28362,GO:0022627
NDUS6,GO:0061458
HTS.2.5.m.15081,GO:0007411
HTS.3.5.m.17639,GO:0007411
NDKB,GO:0005524
AGRIN,GO:0007416
KAD9.2.3.m.49697,GO:0006756
KAD9.3.3.m.63103,GO:0006756
ARP3,GO:0008356
ARPC2,GO:0043005
PRDX5,GO:0005777
TEKT2,GO:0060294
POSTN,GO:0008201
CHIA,GO:0006915
CRB,GO:0007391
PACRG,GO:0031625
CRNS1,GO:0102102
CNDP2,GO:0102008
CO6A3.3.5.m.39796,GO:0030020
PDLI7,GO:0007411
TITIN.m.27774,GO:0005524
DLDH,GO:0045454
DYH7.2.3.m.32353,GO:0036159
DYH5.1.2.m.56799,GO:0021670
DYH5.2.2.m.61452,GO:0021670
DYH6,GO:0051959
DYH7.2.2.m.46648,GO:0007018
GDIR1,GO:0048365
HSPB1,GO:0099641
PPIB.1.1.m.10086,GO:0042026
EXC4,GO:0034765
DYH1,GO:0030286
DYH2.1.1.m.28905,GO:0045505
EF2.4.5.m.30186,GO:1990904
EF2.5.5.m.39855,GO:1990904
IF5A1,GO:0045905
ERF3A,GO:0018444
FABP7,GO:0071944
FAS,GO:0006089
FLNA.2.6.m.11845,GO:0008104
FLNA.2.5.m.37450,GO:0005884
ARPC5,GO:0030011
GSTO1,GO:0032259
HMCN1.19.44.m.39500,GO:0007601
HMCN1.23.44.m.42684,GO:0007157
HMCN1.28.44.m.47379,GO:0007157
TITIN.9.12.m.44986,GO:0005524
H90A1,GO:0009986
IF2A,GO:0033290
NDUS3,GO:0021762
ERP29,GO:0050709
ANM1,GO:0008170
KCY.1.1.m.29973,GO:0009041
UNC89,GO:0031034
CO6A4.1.3.m.5994,GO:0070208
MYDGF.1.1.m.22032,GO:0043066
KCY.1.1.m.2987,GO:0009041
RL6,GO:0005737
GLYC,GO:0051289
VWKA,GO:0006468
DYH10,GO:0045505
PPIB.1.1.m.55368,GO:0042026
HPGDS,GO:2000255
SPTCB,GO:0007399
SPTN5,GO:0007041
CO6A3.5.9.m.39538,GO:0030020
CO6A4.6.9.m.44250,GO:0070208
DMBT1,GO:0008329
FAT4.1.1.m.65727,GO:0007157
LAMA,GO:0030155
L2EFL,GO:0061077
MUC1.1.2.m.17333,GO:0005887
MYDGF.1.2.m.6533,GO:0043066
ATPD,GO:0045259
DYH2.1.2.m.24785,GO:0045505
EFTU,GO:0045202
LRP5,GO:0008284
CO6A4.2.5.m.45361,GO:0070208
MATN1,GO:0062023
FAT4.1.1.m.34344,GO:0007157
RS27A.1.1.m.22912,GO:0022627
CATL1,GO:0005902
PPIB.1.1.m.1745,GO:0061077
TGM1,GO:0031424
NPC2.5.7.m.30911,GO:0030301
PABP4,GO:0007596
NFASC,GO:0030424
PGBM,GO:0005796
UNC22.2.7.m.2274,GO:0018107
UNC22.3.7.m.20773,GO:0018107
UNC22.5.7.m.43551,GO:0018107
UNC22.7.7.m.54053,GO:0018107
CNN3,GO:0030674
PSA,GO:0070006
RSPH1,GO:0072687
RBBP4,GO:0006338
MUC1.1.2.m.4308,GO:0005887
RL18A.1.8.m.12900,GO:0014069
RL18A.6.8.m.61646,GO:0014069
PP2AB,GO:0008022
ZASP.2.1.4.m.8660,GO:0030018
COR1B,GO:0030036
ZASP.1.1.m.927,GO:0030018
SPTCA,GO:0007274
TBA1,GO:0005813
TBA1A,GO:0007017
TITIN.6.19.m.31591,GO:0005524
TITIN.8.19.m.35861,GO:0005200
ROAA,GO:0090575
VATA,GO:0015991
XRN2,GO:0016235
RS27A.1.2.m.28362,GO:0031386
NDUS6,GO:0070584
HTS.2.5.m.15081,GO:0007527
HTS.3.5.m.17639,GO:0007527
NDKB,GO:0005634
AGRIN,GO:0007528
KAD9.2.3.m.49697,GO:0006757
KAD9.3.3.m.63103,GO:0006757
ARP3,GO:0016344
ARPC2,GO:0045202
PRDX5,GO:0005782
POSTN,GO:0008593
CHIA,GO:0008061
CRB,GO:0007399
PACRG,GO:0031982
CNDP2,GO:0103046
CO6A3.3.5.m.39796,GO:0030198
PDLI7,GO:0015629
TITIN.m.27774,GO:0005576
DLDH,GO:0050660
DYH7.2.3.m.32353,GO:0045503
DYH5.1.2.m.56799,GO:0030286
DYH5.2.2.m.61452,GO:0030286
DYH6,GO:0060285
DYH7.2.2.m.46648,GO:0008569
GDIR1,GO:0071526
HSPB1,GO:1904115
PPIB.1.1.m.10086,GO:0042470
EXC4,GO:0035150
DYH1,GO:0030317
DYH2.1.1.m.28905,GO:0051959
IF5A1,GO:0051028
FAS,GO:0006633
FLNA.2.6.m.11845,GO:0008302
FLNA.2.5.m.37450,GO:0005886
ARPC5,GO:0030027
GSTO1,GO:0035722
HMCN1.19.44.m.39500,GO:0009617
HMCN1.23.44.m.42684,GO:0009617
HMCN1.28.44.m.47379,GO:0009617
TITIN.9.12.m.44986,GO:0005576
H90A1,GO:0010038
IF2A,GO:0034063
NDUS3,GO:0030308
ERP29,GO:1902235
ANM1,GO:0008276
KCY.1.1.m.29973,GO:0009142
UNC89,GO:0031430
MYDGF.1.1.m.22032,GO:0043410
KCY.1.1.m.2987,GO:0009142
RL6,GO:0005791
VWKA,GO:0006971
DYH10,GO:0051959
PPIB.1.1.m.55368,GO:0042470
SPTCB,GO:0007409
SPTN5,GO:0007411
CO6A3.5.9.m.39538,GO:0030198
DMBT1,GO:0009897
FAT4.1.1.m.65727,GO:0007219
LAMA,GO:0030334
MUC1.1.2.m.17333,GO:0006977
MYDGF.1.2.m.6533,GO:0043410
ATPD,GO:0045261
DYH2.1.2.m.24785,GO:0051959
EFTU,GO:0045471
LRP5,GO:0009952
MATN1,GO:0065003
FAT4.1.1.m.34344,GO:0007219
RS27A.1.1.m.22912,GO:0031386
CATL1,GO:0006508
PPIB.1.1.m.1745,GO:1904027
TGM1,GO:0045787
NPC2.5.7.m.30911,GO:0032367
PABP4,GO:0008143
NFASC,GO:0030425
PGBM,GO:0005886
UNC22.2.7.m.2274,GO:0019901
UNC22.3.7.m.20773,GO:0019901
UNC22.5.7.m.43551,GO:0019901
UNC22.7.7.m.54053,GO:0019901
CNN3,GO:0030855
PSA,GO:0071456
RBBP4,GO:0007049
MUC1.1.2.m.4308,GO:0006977
RL18A.1.8.m.12900,GO:0016020
RL18A.6.8.m.61646,GO:0016020
PP2AB,GO:0008637
ZASP.2.1.4.m.8660,GO:0030239
COR1B,GO:0031252
ZASP.1.1.m.927,GO:0030239
SPTCA,GO:0007294
TBA1,GO:0005819
TBA1A,GO:0019904
TITIN.6.19.m.31591,GO:0005576
TITIN.8.19.m.35861,GO:0005509
ROAA,GO:0099523
VATA,GO:0016241
XRN2,GO:0046872
RS27A.1.2.m.28362,GO:0031625
NDUS6,GO:0072358
HTS.2.5.m.15081,GO:0008302
HTS.3.5.m.17639,GO:0008302
NDKB,GO:0005737
AGRIN,GO:0016021
KAD9.2.3.m.49697,GO:0015949
KAD9.3.3.m.63103,GO:0015949
ARP3,GO:0030027
ARPC2,GO:0051015
PRDX5,GO:0005829
POSTN,GO:0009612
CHIA,GO:0090197
CRB,GO:0007424
PACRG,GO:0034620
