protein_ID,Day_3_23_C,Day_5_23_C,Day_7_23_C,Day_9_23_C,Day_11_23_C,Day_13_23_C,Day_3_29_C,Day_5_29_C,Day_7_29_C,Day_9_29_C,Day_11_29_C,Day_13_29_C,clusterID,ClusterColor
CHOYP_LOC100497129.3.8.m.32060,8.3134,8.6829,3.04055,3.2332,3.16915,4.49215,0.1,3.8962,4.9242,7.1548,2.26655,2.2195,1,black
CHOYP_CPIPJ_CPIJ012408.1.1.m.10724,170.8237,100.2529,113.1851,95.09455,121.1427,88.26445,112.75155,93.268,134.4372,152.25075,69.22905,84.83615,1,black
CHOYP_NEMVEDRAFT_V1G159364.1.1.m.22912,13.1614,6.5997,6.8954,3.50585,3.82945,4.5948,6.95735,0.1,12.5509,10.83715,7.5371,0.1,1,black
CHOYP_PAN2.1.1.m.44691,507.825,0.1,479.97415,0.1,300.49035,0.1,441.7236,0.1,0.1,296.0909,964.1086,0.1,16,lightslateblue
CHOYP_14332.2.2.m.61737,146.11925,170.54605,139.14475,102.87765,118.33735,128.35305,107.2649,62.66285,61.34945,51.14335,205.9016,34.8846,16,lightslateblue
CHOYP_IF2A.1.1.m.13279,63.46375,67.17505,74.0649,60.67355,66.3508,62.79195,70.4576,55.61665,53.26825,62.48425,68.78015,55.5294,16,lightslateblue
CHOYP_PHUM_PHUM226120.5.7.m.43551,3.92645,2.6665,1.4728,1.71005,3.4059,3.31295,3.4396,2.80975,2.18395,2.7359,4.588,0.1,16,lightslateblue
CHOYP_HN1L.2.2.m.9837,98.6807,69.8719,59.23545,45.0957,96.3798,74.16265,66.31275,48.83395,16.9625,71.4331,59.21635,37.0392,16,lightslateblue
CHOYP_GSTO2.1.1.m.36486,65.2838,61.8788,61.07105,53.32385,82.63025,79.37055,68.93415,56.7422,38.6141,67.4178,79.05825,55.6458,16,lightslateblue
CHOYP_LOC100376457.1.2.m.11537,67.2882,63.0757,64.07995,69.154,78.8635,86.34565,49.01775,76.6317,67.2751,61.1283,74.42265,55.1688,12,lightgreen
CHOYP_ACT.23.27.m.58454,134.8912,110.9911,196.87485,99.3946,249.49095,264.21735,0.1,102.60505,250.12515,115.95735,261.9099,0.1,12,lightgreen
CHOYP_LOC101173335.4.4.m.49816,74.04785,57.98815,58.2571,163.1489,183.0191,168.2268,0.1,82.0958,171.43925,177.58445,214.32635,0.1,12,lightgreen
CHOYP_MYSP.8.9.m.44813,203.59025,192.5266,210.51245,207.6088,172.4519,239.55005,111.63405,241.6663,240.88295,195.80085,176.1415,0.1,12,lightgreen
CHOYP_DLAT.1.1.m.64812,63.9854,62.3258,69.97825,61.6978,72.3133,72.241,66.42315,71.7773,72.64385,65.59115,69.47585,54.3194,12,lightgreen
CHOYP_RS4.3.11.m.15465,31.0485,34.3459,71.0229,46.8738,94.25635,55.53835,35.4363,73.6299,18.6376,91.43885,83.01205,15.2927,12,lightgreen
CHOYP_LOC100186361.3.3.m.66600,100.07095,132.7258,121.9119,135.77515,135.64325,139.9971,129.64695,133.0672,114.4833,138.0993,121.44005,105.21215,12,lightgreen
CHOYP_LOC100175959.4.7.m.28172,207.79305,304.21635,290.10765,342.48945,358.2401,338.44985,254.35675,236.54615,249.49995,331.82225,324.1622,220.06945,12,lightgreen
CHOYP_LOC100376688.1.8.m.12067,104.39245,116.86355,147.6016,140.014,162.14005,149.2328,126.5814,127.8405,121.6691,140.04615,132.55155,107.96195,12,lightgreen
CHOYP_CDPK5.1.1.m.6214,157.4112,338.81155,341.3615,204.79915,317.1796,253.7249,259.21375,240.36805,191.3649,342.59325,351.29995,298.463,12,lightgreen
CHOYP_TPM.17.19.m.63919,0.1,87.95335,86.9468,77.24905,81.6865,74.9678,0.1,0.1,49.79045,152.07435,162.7206,0.1,12,lightgreen
CHOYP_LOC100497129.7.8.m.41875,0.1,3.46065,5.78595,5.99455,5.49785,2.3503,11.3891,1.63065,4.5892,3.54245,5.2234,4.40695,18,darkslategray1
CHOYP_BRAFLDRAFT_208436.4.32.m.22689,42.2917,52.40455,0.1,62.66415,70.61395,53.2141,133.4708,0.1,0.1,53.8612,64.92035,50.3747,18,darkslategray1
CHOYP_EHI_072050.5.8.m.47580,0.1,0.1,0.1,0.1,3.29095,2.28705,7.03595,0.1,0.1,0.1,0.1,0.1,18,darkslategray1
CHOYP_EF1A2.1.3.m.30022,1.19085,0.1,0.1,1.2437,1.3205,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5,green
CHOYP_DVIR_GJ23521.1.1.m.2757,191.80265,109.4146,203.12225,155.92475,156.1862,143.62275,180.54765,114.1186,131.2261,183.05145,85.94235,129.7743,5,green
CHOYP_TCPH.1.1.m.7312,75.6942,64.7387,72.11635,86.52065,73.91715,65.20785,74.9364,73.3812,63.08405,71.64085,53.0097,51.02475,5,green
CHOYP_EIF1B.1.3.m.29107,102.10135,84.1418,83.4594,119.00165,105.4841,89.5326,93.12115,79.45945,58.3552,91.6735,58.44625,72.01,5,green
CHOYP_ATPB.1.1.m.21960,242.47065,226.10965,249.1503,261.6795,246.55255,212.2842,249.794,209.6934,177.6311,237.76145,185.21515,206.7159,5,green
CHOYP_TPM.15.19.m.50851,71.15495,47.7592,53.90195,32.27125,82.27625,0.1,59.00475,0.1,0.1,44.20625,33.00315,36.21735,5,green
CHOYP_EIF5A.1.3.m.22684,352.3577,380.49725,273.24535,269.13555,363.8985,240.5233,311.9791,287.03825,194.38305,305.7476,245.66555,292.33845,5,green
CHOYP_BT3L4.1.1.m.2144,166.5921,183.2932,156.9453,180.86295,191.90435,153.03145,169.38875,179.47175,147.58925,162.5377,172.75115,121.42525,5,green
CHOYP_NEMVEDRAFT_V1G180651.1.2.m.2808,50.2692,67.3639,42.9367,44.6185,56.7996,48.1292,47.22465,44.3932,29.9204,32.20915,43.10565,27.46355,5,green
CHOYP_LOC584364.2.2.m.57790,0.1,31.67075,0.1,33.4182,35.56565,0.1,0.1,0.1,0.1,23.38035,0.1,0.1,5,green
CHOYP_RS8.8.14.m.44842,0.1,40.21305,0.1,0.1,84.06055,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5,green
CHOYP_CO6A3.3.5.m.39796,0.1,0.1,0.1,0.1,3.1856,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5,green
